$RSRFA,1688650268.491,41.5699,-71.4013,152.69,RSI,4,4,208.8,313.70,41.5712,-71.4031,8.7,15.5,100,*04
$RSRFA,1688650273.84,41.5699,-71.4013,152.56,RSI,4,4,214.8,314.84,41.5713,-71.4031,8.7,15.5,100,*32
$RSRFA,1688650279.151,41.5698,-71.4012,153.47,RSI,3,3,212.0,59.70,41.5708,-71.3990,8.2,15.5,100,*35
$RSRFA,1688650279.163,41.5698,-71.4012,153.47,RSI,4,4,220.9,315.36,41.5713,-71.4031,8.7,15.5,100,*0F
$RSRFA,1688650284.373,41.5698,-71.4012,154.40,RSI,4,4,227.2,12.24,41.5718,-71.4006,8.7,15.5,100,*3A
$RSRFA,1688650289.815,41.5698,-71.4011,157.96,RSI,3,3,209.3,60.27,41.5707,-71.3989,8.2,15.5,100,*3E
$RSRFA,1688650289.825,41.5698,-71.4011,157.96,RSI,4,4,233.1,318.64,41.5713,-71.4030,8.7,15.5,100,*01
$RSRFA,1688650295.286,41.5697,-71.4011,156.08,RSI,4,4,239.1,312.53,41.5712,-71.4032,8.7,15.5,100,*01
$RSRFA,1688650300.925,41.5697,-71.4010,152.61,RSI,3,3,207.0,54.19,41.5708,-71.3990,8.2,15.5,100,*3F
$RSRFA,1688650300.939,41.5697,-71.4010,152.61,RSI,4,4,245.1,314.03,41.5712,-71.4031,8.7,15.5,100,*02
$RSRFA,1688650306.613,41.5696,-71.4010,151.98,RSI,4,4,251.5,313.41,41.5712,-71.4032,8.7,15.5,100,*04
$RSRFA,1688650311.94,41.5696,-71.4009,152.77,RSI,3,3,205.1,30.14,41.5712,-71.3997,8.2,15.5,100,*02
$RSRFA,1688650311.952,41.5696,-71.4009,152.77,RSI,4,4,258.0,313.79,41.5712,-71.4032,8.7,15.5,100,*05
$RSRFA,1688650317.376,41.5695,-71.4009,154.24,RSI,3,3,204.6,49.06,41.5708,-71.3990,8.2,15.5,100,*3F
$RSRFA,1688650322.143,41.5695,-71.4008,158.46,RSI,4,4,272.1,308.80,41.5710,-71.4033,8.7,15.5,100,*01
$RSRFA,1688650326.657,41.5695,-71.4007,160.79,RSI,3,3,204.9,49.99,41.5706,-71.3989,8.2,15.5,100,*35
$RSRFA,1688650326.662,41.5695,-71.4007,160.79,RSI,4,4,279.2,319.83,41.5714,-71.4029,8.7,15.5,100,*0D
$RSRFA,1688650331.162,41.5694,-71.4007,164.24,RSI,4,4,286.5,314.72,41.5712,-71.4031,8.7,15.5,100,*0A
$RSRFA,1688650335.775,41.5693,-71.4006,164.78,RSI,3,3,207.9,31.71,41.5709,-71.3993,8.2,15.5,100,*3A
$RSRFA,1688650335.781,41.5693,-71.4006,164.78,RSI,4,4,293.5,306.28,41.5709,-71.4035,8.7,15.5,100,*0C
$RSRFA,1688650340.406,41.5693,-71.4006,169.22,RSI,3,3,209.8,44.00,41.5706,-71.3988,8.2,15.5,100,*33
$RSRFA,1688650340.412,41.5693,-71.4006,169.22,RSI,4,4,300.5,308.25,41.5710,-71.4034,8.7,15.5,100,*04
$RSRFA,1688650345.643,41.5692,-71.4006,171.44,RSI,3,3,212.5,45.47,41.5706,-71.3987,8.2,15.5,100,*37
$RSRFA,1688650345.655,41.5692,-71.4006,171.44,RSI,4,4,307.2,313.74,41.5711,-71.4032,8.7,15.5,100,*01
$RSRFA,1688650351.314,41.5692,-71.4005,169.11,RSI,3,3,215.5,39.13,41.5707,-71.3989,8.2,15.5,100,*3D
$RSRFA,1688650351.327,41.5692,-71.4005,169.11,RSI,4,4,314.3,304.74,41.5708,-71.4036,8.7,15.5,100,*07
$RSRFA,1688650356.836,41.5691,-71.4005,169.42,RSI,3,3,219.0,42.52,41.5706,-71.3987,8.2,15.5,100,*3B
$RSRFA,1688650356.844,41.5691,-71.4005,169.42,RSI,4,4,321.7,307.79,41.5709,-71.4035,8.7,15.5,100,*05
$RSRFA,1688650362.29,41.5690,-71.4004,164.59,RSI,3,3,222.1,38.82,41.5706,-71.3988,8.2,15.5,100,*0B
$RSRFA,1688650362.298,41.5690,-71.4004,164.59,RSI,4,4,329.3,39.29,41.5713,-71.3979,8.7,15.5,100,*34
$RSRFA,1688650367.621,41.5690,-71.4004,163.86,RSI,3,3,225.2,31.63,41.5707,-71.3989,8.2,15.5,100,*37
$RSRFA,1688650367.63,41.5690,-71.4004,163.86,RSI,4,4,337.3,321.86,41.5714,-71.4029,8.7,15.5,100,*3E
$RSRFA,1688650373.089,41.5689,-71.4003,168.72,RSI,3,3,229.3,27.94,41.5707,-71.3990,8.2,15.5,100,*33
$RSRFA,1688650378.474,41.5689,-71.4003,169.10,RSI,3,3,233.4,32.86,41.5706,-71.3987,8.2,15.5,100,*37
$RSRFA,1688650382.889,41.5688,-71.4002,173.59,RSI,3,3,237.7,31.82,41.5706,-71.3987,8.2,15.5,100,*3A
$RSRFA,1688650387.427,41.5687,-71.4002,178.34,RSI,3,3,242.2,26.15,41.5707,-71.3989,8.2,15.5,100,*38
$RSRFA,1688650391.868,41.5687,-71.4001,179.39,RSI,3,3,247.0,27.88,41.5706,-71.3987,8.2,15.5,100,*3A
$RSRFA,1688650396.181,41.5686,-71.4000,181.25,RSI,3,3,252.0,29.24,41.5706,-71.3986,8.2,15.5,100,*34
$RSRFA,1688650404.992,41.5685,-71.3999,176.73,RSI,3,3,261.0,24.38,41.5706,-71.3987,8.2,15.5,100,*35
$RSRFA,1688650409.433,41.5684,-71.3999,169.39,RSI,3,3,265.5,19.83,41.5707,-71.3988,8.2,15.5,100,*3E
$RSRFA,1688650413.757,41.5684,-71.3998,169.26,RSI,3,3,270.3,19.34,41.5707,-71.3988,8.2,15.5,100,*35
$RSRFA,1688650418.007,41.5683,-71.3998,173.61,RSI,3,3,276.4,21.35,41.5706,-71.3986,8.2,15.5,100,*37
$RSRFA,1688650422.304,41.5682,-71.3997,176.60,RSI,3,3,282.7,23.79,41.5706,-71.3984,8.2,15.5,100,*34
$RSRFA,1688650426.694,41.5682,-71.3997,179.16,RSI,3,3,288.7,26.85,41.5705,-71.3981,8.2,15.5,100,*38
$RSRFA,1688650431.686,41.5681,-71.3997,179.95,RSI,3,3,294.3,25.99,41.5705,-71.3981,8.2,15.5,100,*32
$RSRFA,1688650440.427,41.5680,-71.3996,178.22,RSI,3,3,305.2,26.51,41.5705,-71.3979,8.2,15.5,100,*38
$RSRFA,1688650440.432,41.5680,-71.3996,178.22,RSI,4,4,462.2,317.57,41.5711,-71.4033,8.7,15.5,100,*0D
$RSRFA,1688650444.686,41.5679,-71.3995,178.82,RSI,3,3,310.5,14.63,41.5706,-71.3986,8.2,15.5,100,*3A
$RSRFA,1688650444.692,41.5679,-71.3995,178.82,RSI,4,4,469.1,315.72,41.5710,-71.4035,8.7,15.5,100,*04
$RSRFA,1688650448.956,41.5679,-71.3995,178.53,RSI,4,4,476.2,318.47,41.5711,-71.4033,8.7,15.5,100,*02
$RSRFA,1688650453.191,41.5678,-71.3994,177.89,RSI,3,3,321.8,12.15,41.5707,-71.3986,8.2,15.5,100,*30
$RSRFA,1688650453.197,41.5678,-71.3994,177.89,RSI,4,4,483.3,320.30,41.5712,-71.4032,8.7,15.5,100,*07
$RSRFA,1688650457.477,41.5678,-71.3994,178.83,RSI,3,3,328.1,23.76,41.5705,-71.3978,8.2,15.5,100,*38
$RSRFA,1688650457.483,41.5678,-71.3994,178.83,RSI,4,4,490.8,315.44,41.5709,-71.4035,8.7,15.5,100,*07
$RSRFA,1688650466.087,41.5676,-71.3993,170.27,RSI,4,4,504.9,328.83,41.5715,-71.4025,8.7,15.5,100,*0E
$RSRFA,1688650470.568,41.5676,-71.3993,165.14,RSI,3,3,344.4,13.21,41.5706,-71.3984,8.2,15.5,100,*37
$RSRFA,1688650470.573,41.5676,-71.3993,165.14,RSI,4,4,511.1,323.79,41.5713,-71.4029,8.7,15.5,100,*0B
$RSRFA,1688650475.016,41.5675,-71.3992,138.12,RSI,3,3,354.9,24.43,41.5704,-71.3975,8.2,15.5,100,*32
$RSRFA,1688650475.021,41.5675,-71.3992,138.12,RSI,4,4,522.8,346.44,41.5721,-71.4007,8.7,15.5,100,*09
$RSRFA,1688650479.244,41.5674,-71.3991,39.88,RSI,3,3,362.0,11.62,41.5706,-71.3982,8.2,15.5,100,*09
$RSRFA,1688650479.249,41.5674,-71.3991,39.88,RSI,4,4,538.6,332.97,41.5717,-71.4020,8.7,15.5,100,*30
$RSRFA,1688650483.542,41.5675,-71.3990,341.33,RSI,3,3,353.4,0.65,41.5707,-71.3989,8.2,15.5,100,*0A
$RSRFA,1688650483.547,41.5675,-71.3990,341.33,RSI,4,4,535.8,315.59,41.5709,-71.4035,8.7,15.5,100,*0F
$RSRFA,1688650487.852,41.5676,-71.3990,325.75,RSI,3,3,340.8,6.37,41.5706,-71.3986,8.2,15.5,100,*00
